#YY  MM DD hh mm WDIR WSPD GDR GST GTIME
#yr  mo dy hr mn degT m/s degT m/s hhmm
2009 08 02 19 40  28  1.7 999 99.0 9999
2009 08 02 19 50  32  2.1 999 99.0 9999
2009 08 02 20 00  33  2.3  32  2.6 1958
2009 08 02 20 10  34  2.7 999 99.0 9999
2009 08 02 20 20  30  2.8 999 99.0 9999
2009 08 02 20 30  26  3.4 999 99.0 9999
2009 08 02 20 40  30  3.3 999 99.0 9999
2009 08 02 20 50  29  3.7 999 99.0 9999
2009 08 02 21 00  25  3.3  25  4.4 2042
2009 08 02 21 10  19  3.1 999 99.0 9999
2009 08 02 21 20  25  3.3 999 99.0 9999
2009 08 02 21 30  42  3.8 999 99.0 9999
2009 08 02 21 40  37  3.9 999 99.0 9999
2009 08 02 21 50  37  3.4 999 99.0 9999
2009 08 02 22 00  33  3.4  36  4.3 2131
2009 08 02 22 10  36  3.7 999 99.0 9999
2009 08 02 22 20  33  3.8 999 99.0 9999
2009 08 02 22 30  35  3.4 999 99.0 9999
2009 08 02 22 40  40  3.4 999 99.0 9999
2009 08 02 22 50  39  3.6 999 99.0 9999
2009 08 02 23 00  36  3.6  36  4.3 2211
2009 08 02 23 10  32  3.6 999 99.0 9999
2009 08 02 23 20  36  3.6 999 99.0 9999
2009 08 02 23 30  37  3.7 999 99.0 9999
2009 08 02 23 40  32  3.8 999 99.0 9999
2009 08 02 23 50  25  4.3 999 99.0 9999
2009 08 03 00 00  29  3.7  20  5.7 2345
2009 08 03 00 10  36  4.3 999 99.0 9999
2009 08 03 00 20  28  4.0 999 99.0 9999
2009 08 03 00 30  21  4.1 999 99.0 9999
2009 08 03 00 40  28  4.3 999 99.0 9999
2009 08 03 00 50  39  4.5 999 99.0 9999
2009 08 03 01 00  44  4.9  48  5.6 0051
2009 08 03 01 10  34  5.0 999 99.0 9999
2009 08 03 01 20  26  5.6 999 99.0 9999
2009 08 03 01 30  32  5.5 999 99.0 9999
2009 08 03 01 40  37  5.4 999 99.0 9999
2009 08 03 01 50  40  5.3 999 99.0 9999
2009 08 03 02 00  40  4.9  40  6.9 0133
2009 08 03 02 10  40  4.7 999 99.0 9999
2009 08 03 02 20  38  4.7 999 99.0 9999
2009 08 03 02 30  39  4.8 999 99.0 9999
2009 08 03 02 40  38  4.9 999 99.0 9999
2009 08 03 02 50  40  4.9 999 99.0 9999
2009 08 03 03 00  37  4.9  48  6.3 0249
2009 08 03 03 10  41  5.4 999 99.0 9999
2009 08 03 03 20  45  5.9 999 99.0 9999
2009 08 03 03 30  44  5.7 999 99.0 9999
2009 08 03 03 40  42  5.9 999 99.0 9999
2009 08 03 03 50  39  6.5 999 99.0 9999
2009 08 03 04 00  36  6.6  31  7.7 0347
2009 08 03 04 10  39  5.8 999 99.0 9999
2009 08 03 04 20  41  5.7 999 99.0 9999
2009 08 03 04 30  38  5.5 999 99.0 9999
2009 08 03 04 40  32  4.4 999 99.0 9999
2009 08 03 04 50  36  4.0 999 99.0 9999
2009 08 03 05 00  28  4.0  30  7.0 0401
2009 08 03 05 10  44  3.3 999 99.0 9999
2009 08 03 05 20  48  3.1 999 99.0 9999
2009 08 03 05 30  53  3.0 999 99.0 9999
2009 08 03 05 40  50  2.8 999 99.0 9999
2009 08 03 05 50  31  2.3 999 99.0 9999
2009 08 03 06 00  42  1.6  36  3.9 0502
2009 08 03 06 10  89  0.9 999 99.0 9999
2009 08 03 06 20 148  1.5 999 99.0 9999
2009 08 03 06 30 147  2.1 999 99.0 9999
2009 08 03 06 40 160  2.8 999 99.0 9999
2009 08 03 06 50 154  3.2 999 99.0 9999
2009 08 03 07 00 153  4.7 153  6.2 0659
2009 08 03 07 10 155  6.6 999 99.0 9999
2009 08 03 07 20 162  7.0 999 99.0 9999
2009 08 03 07 30 165  6.9 999 99.0 9999
2009 08 03 07 40 166  6.7 999 99.0 9999
2009 08 03 07 50 165  6.6 999 99.0 9999
2009 08 03 08 00 167  6.8 169  8.5 0720
2009 08 03 08 10 174  7.7 999 99.0 9999
2009 08 03 08 20 174  8.3 999 99.0 9999
2009 08 03 08 30 179  8.8 999 99.0 9999
2009 08 03 08 40 184  9.6 999 99.0 9999
2009 08 03 08 50 181  9.3 999 99.0 9999
2009 08 03 09 00 179  7.7 185 10.6 0839
2009 08 03 09 10 177  8.1 999 99.0 9999
2009 08 03 09 20 176  7.5 999 99.0 9999
2009 08 03 09 30 179  8.1 999 99.0 9999
2009 08 03 09 40 180  8.2 999 99.0 9999
2009 08 03 09 50 181  7.7 999 99.0 9999
2009 08 03 10 00 183  6.8 178  9.1 0907
2009 08 03 10 10 184  6.2 999 99.0 9999
2009 08 03 10 20 188  6.3 999 99.0 9999
2009 08 03 10 30 191  6.2 999 99.0 9999
2009 08 03 10 40 196  5.6 999 99.0 9999
2009 08 03 10 50 193  5.4 999 99.0 9999
2009 08 03 11 00 188  6.0 188  7.2 1008
2009 08 03 11 10 187  6.1 999 99.0 9999
2009 08 03 11 20 192  6.6 999 99.0 9999
2009 08 03 11 30 191  7.3 999 99.0 9999
2009 08 03 11 40 191  7.3 999 99.0 9999
2009 08 03 11 50 193  7.6 999 99.0 9999
2009 08 03 12 00 191  8.0 192  9.0 1150
2009 08 03 12 10 190  7.1 999 99.0 9999
2009 08 03 12 20 191  6.5 999 99.0 9999
2009 08 03 12 30 185  6.2 999 99.0 9999
2009 08 03 12 40 189  6.5 999 99.0 9999
2009 08 03 12 50 194  5.9 999 99.0 9999
2009 08 03 13 00 191  5.6 185  8.4 1200
2009 08 03 13 10 192  5.2 999 99.0 9999
2009 08 03 13 20 194  5.4 999 99.0 9999
2009 08 03 13 30 187  5.1 999 99.0 9999
2009 08 03 13 40 185  4.9 999 99.0 9999
2009 08 03 13 50 186  5.2 999 99.0 9999
2009 08 03 14 00 182  4.8 195  6.3 1319
2009 08 03 14 10 179  5.1 999 99.0 9999
2009 08 03 14 20 179  4.9 999 99.0 9999
2009 08 03 14 30 186  5.4 999 99.0 9999
2009 08 03 14 40 192  5.6 999 99.0 9999
2009 08 03 14 50 184  5.0 999 99.0 9999
2009 08 03 15 00 194  4.8 196  7.1 1437
2009 08 03 15 10 189  5.1 999 99.0 9999
2009 08 03 15 20 178  5.4 999 99.0 9999
2009 08 03 15 30 180  5.1 999 99.0 9999
2009 08 03 15 40 180  4.9 999 99.0 9999
2009 08 03 15 50 177  4.7 999 99.0 9999
2009 08 03 16 00 169  4.9 179  6.2 1507
2009 08 03 16 10 166  5.0 999 99.0 9999
2009 08 03 16 20 163  5.0 999 99.0 9999
2009 08 03 16 30 164  4.6 999 99.0 9999
2009 08 03 16 40 164  4.4 999 99.0 9999
2009 08 03 16 50 165  4.5 999 99.0 9999
2009 08 03 17 00 169  5.1 170  5.8 1659
2009 08 03 17 10 172  5.5 999 99.0 9999
2009 08 03 17 20 174  5.5 999 99.0 9999
2009 08 03 17 30 178  4.9 999 99.0 9999
2009 08 03 17 40 181  4.4 999 99.0 9999
2009 08 03 17 50 181  4.4 999 99.0 9999
2009 08 03 18 00 177  4.3 175  6.0 1717
2009 08 03 18 10 175  4.0 999 99.0 9999
2009 08 03 18 20 166  4.0 999 99.0 9999
2009 08 03 18 30 161  4.5 999 99.0 9999
2009 08 03 18 40 158  4.9 999 99.0 9999
2009 08 03 18 50 163  4.7 999 99.0 9999
2009 08 03 19 00 165  4.5 159  5.4 1836
2009 08 03 19 10 164  4.7 999 99.0 9999
2009 08 03 19 20 161  5.0 999 99.0 9999
2009 08 03 19 30 161  4.7 999 99.0 9999
2009 08 03 19 40 160  4.5 999 99.0 9999
2009 08 03 19 50 166  4.4 999 99.0 9999
2009 08 03 20 00 165  4.0 161  5.8 1909
2009 08 03 20 10 161  3.8 999 99.0 9999
2009 08 03 20 20 159  3.8 999 99.0 9999
2009 08 03 20 30 157  3.2 999 99.0 9999
2009 08 03 20 40 152  3.1 999 99.0 9999
2009 08 03 20 50 152  3.4 999 99.0 9999
2009 08 03 21 00 153  3.7 161  4.4 2010
2009 08 03 21 10 154  4.2 999 99.0 9999
2009 08 03 21 20 153  4.1 999 99.0 9999
2009 08 03 21 30 162  3.7 999 99.0 9999
2009 08 03 21 40 156  3.3 999 99.0 9999
2009 08 03 21 50 156  3.0 999 99.0 9999
2009 08 03 22 00 155  2.8 155  4.5 2105
2009 08 03 22 10 155  3.0 999 99.0 9999
2009 08 03 22 20 158  3.2 999 99.0 9999
2009 08 03 22 30 156  3.6 999 99.0 9999
2009 08 03 22 40 159  3.3 999 99.0 9999
2009 08 03 22 50 164  2.8 999 99.0 9999
2009 08 03 23 00 105  2.5 156  3.9 2226
2009 08 03 23 10  32  2.8 999 99.0 9999
2009 08 03 23 20  30  1.9 999 99.0 9999
2009 08 03 23 30  28  1.9 999 99.0 9999
2009 08 03 23 40  23  1.7 999 99.0 9999
2009 08 03 23 50  33  2.2 999 99.0 9999
2009 08 04 00 00  30  3.4  29  5.3 2355
2009 08 04 00 10  43  4.3 999 99.0 9999
2009 08 04 00 20  46  4.4 999 99.0 9999
2009 08 04 00 30  51  4.3 999 99.0 9999
2009 08 04 00 40  48  4.3 999 99.0 9999
2009 08 04 00 50  53  4.1 999 99.0 9999
2009 08 04 01 00  53  4.5  55  5.5 0053
2009 08 04 01 10  53  4.6 999 99.0 9999
2009 08 04 01 20  51  4.3 999 99.0 9999
2009 08 04 01 30  47  4.2 999 99.0 9999
2009 08 04 01 40  48  4.1 999 99.0 9999
2009 08 04 01 50  53  4.0 999 99.0 9999
2009 08 04 02 00  53  4.6  50  5.8 0158
2009 08 04 02 10  46  4.4 999 99.0 9999
2009 08 04 02 20  45  4.0 999 99.0 9999
2009 08 04 02 30  45  4.1 999 99.0 9999
2009 08 04 02 40  44  4.3 999 99.0 9999
2009 08 04 02 50  45  4.0 999 99.0 9999
2009 08 04 03 00  45  4.0  50  5.6 0202
2009 08 04 03 10  43  4.2 999 99.0 9999
2009 08 04 03 20  43  4.2 999 99.0 9999
2009 08 04 03 30  47  4.7 999 99.0 9999
2009 08 04 03 40  51  5.1 999 99.0 9999
2009 08 04 03 50  47  5.1 999 99.0 9999
2009 08 04 04 00  48  5.3  45  5.8 0359
2009 08 04 04 10  49  5.1 999 99.0 9999
2009 08 04 04 20  50  5.0 999 99.0 9999
2009 08 04 04 30  51  4.7 999 99.0 9999
2009 08 04 04 40  52  4.3 999 99.0 9999
2009 08 04 04 50  50  3.9 999 99.0 9999
2009 08 04 05 00  54  3.5  47  6.1 0402
2009 08 04 05 10  55  3.2 999 99.0 9999
2009 08 04 05 20  51  2.8 999 99.0 9999
2009 08 04 05 30  55  3.1 999 99.0 9999
2009 08 04 05 40  46  2.9 999 99.0 9999
2009 08 04 05 50  47  2.6 999 99.0 9999
2009 08 04 06 00  43  2.1  50  4.5 0500
2009 08 04 06 10  48  1.9 999 99.0 9999
2009 08 04 06 20  61  1.5 999 99.0 9999
2009 08 04 06 30 143  1.9 999 99.0 9999
2009 08 04 06 40 151  3.3 999 99.0 9999
2009 08 04 06 50 149  4.6 999 99.0 9999
2009 08 04 07 00 148  5.3 147  6.0 0652
2009 08 04 07 10 152  3.9 999 99.0 9999
2009 08 04 07 20 163  4.0 999 99.0 9999
2009 08 04 07 30 175  5.1 999 99.0 9999
2009 08 04 07 40 175  5.5 999 99.0 9999
2009 08 04 07 50 182  5.9 999 99.0 9999
2009 08 04 08 00 184  7.0 183  8.4 0753
2009 08 04 08 10 185  6.5 999 99.0 9999
2009 08 04 08 20 179  6.1 999 99.0 9999
2009 08 04 08 30 180  6.3 999 99.0 9999
2009 08 04 08 40 181  6.1 999 99.0 9999
2009 08 04 08 50 178  5.7 999 99.0 9999
2009 08 04 09 00 177  6.3 189  7.7 0801
2009 08 04 09 10 174  6.3 999 99.0 9999
2009 08 04 09 20 175  6.4 999 99.0 9999
2009 08 04 09 30 175  6.0 999 99.0 9999
2009 08 04 09 40 175  6.3 999 99.0 9999
2009 08 04 09 50 174  6.8 999 99.0 9999
2009 08 04 10 00 177  6.6 174  7.5 0949
2009 08 04 10 10 180  7.0 999 99.0 9999
2009 08 04 10 20 181  6.7 999 99.0 9999
2009 08 04 10 30 191  6.7 999 99.0 9999
2009 08 04 10 40 199  5.8 999 99.0 9999
2009 08 04 10 50 200  5.4 999 99.0 9999
2009 08 04 11 00 192  5.9 181  7.8 1006
2009 08 04 11 10 189  5.9 999 99.0 9999
2009 08 04 11 20 185  6.0 999 99.0 9999
2009 08 04 11 30 186  6.0 999 99.0 9999
2009 08 04 11 40 187  6.3 999 99.0 9999
2009 08 04 11 50 187  5.1 999 99.0 9999
2009 08 04 12 00 184  4.8 188  7.8 1128
2009 08 04 12 10 180  5.8 999 99.0 9999
2009 08 04 12 20 181  6.0 999 99.0 9999
2009 08 04 12 30 185  6.2 999 99.0 9999
2009 08 04 12 40 186  6.0 999 99.0 9999
2009 08 04 12 50 192  5.6 999 99.0 9999
2009 08 04 13 00 190  5.9 193  7.8 1231
2009 08 04 13 10 204  5.3 999 99.0 9999
2009 08 04 13 20 202  4.5 999 99.0 9999
2009 08 04 13 30 190  4.5 999 99.0 9999
2009 08 04 13 40 185  5.3 999 99.0 9999
2009 08 04 13 50 195  4.8 999 99.0 9999
2009 08 04 14 00 183  4.9 194  7.1 1300
2009 08 04 14 10 193  4.6 999 99.0 9999
2009 08 04 14 20 196  4.5 999 99.0 9999
2009 08 04 14 30 188  4.9 999 99.0 9999
2009 08 04 14 40 191  4.6 999 99.0 9999
2009 08 04 14 50 190  4.6 999 99.0 9999
2009 08 04 15 00 188  5.7 193  6.8 1459
2009 08 04 15 10 192  6.3 999 99.0 9999
2009 08 04 15 20 196  5.9 999 99.0 9999
2009 08 04 15 30 199  5.7 999 99.0 9999
2009 08 04 15 40 201  6.0 999 99.0 9999
2009 08 04 15 50 205  6.1 999 99.0 9999
2009 08 04 16 00 204  6.3 193  7.4 1507
2009 08 04 16 10 206  5.8 999 99.0 9999
2009 08 04 16 20 203  5.7 999 99.0 9999
2009 08 04 16 30 203  5.8 999 99.0 9999
2009 08 04 16 40 197  5.5 999 99.0 9999
2009 08 04 16 50 197  6.1 999 99.0 9999
2009 08 04 17 00 194  5.8 196  6.8 1652
2009 08 04 17 10 186  5.0 999 99.0 9999
2009 08 04 17 20 186  4.9 999 99.0 9999
2009 08 04 17 30 185  4.9 999 99.0 9999
2009 08 04 17 40 183  4.9 999 99.0 9999
2009 08 04 17 50 180  5.0 999 99.0 9999
2009 08 04 18 00 175  5.1 175  6.1 1754
2009 08 04 18 10 175  5.6 999 99.0 9999
2009 08 04 18 20 172  5.6 999 99.0 9999
2009 08 04 18 30 169  5.3 999 99.0 9999
2009 08 04 18 40 172  5.0 999 99.0 9999
2009 08 04 18 50 168  4.9 999 99.0 9999
2009 08 04 19 00 172  5.0 171  6.9 1807
2009 08 04 19 10 172  4.8 999 99.0 9999
2009 08 04 19 20 165  5.1 999 99.0 9999
2009 08 04 19 30 161  4.7 999 99.0 9999
2009 08 04 19 40 160  4.5 999 99.0 9999
2009 08 04 19 50 155  4.2 999 99.0 9999
2009 08 04 20 00 154  4.4 167  5.6 1913
2009 08 04 20 10 151  5.0 999 99.0 9999
2009 08 04 20 20 152  5.1 999 99.0 9999
2009 08 04 20 30 153  4.2 999 99.0 9999
2009 08 04 20 40 156  4.2 999 99.0 9999
2009 08 04 20 50 156  3.8 999 99.0 9999
2009 08 04 21 00 158  3.7 150  5.8 2008
2009 08 04 21 10 161  3.1 999 99.0 9999
2009 08 04 21 20 159  3.1 999 99.0 9999
2009 08 04 21 30 158  2.5 999 99.0 9999
2009 08 04 21 40 159  2.5 999 99.0 9999
2009 08 04 21 50 160  2.6 999 99.0 9999
2009 08 04 22 00 160  2.5 162  3.6 2100
2009 08 04 22 10 158  3.4 999 99.0 9999
2009 08 04 22 20 157  4.1 999 99.0 9999
2009 08 04 22 30 155  4.6 999 99.0 9999
2009 08 04 22 40 155  5.0 999 99.0 9999
2009 08 04 22 50 154  5.1 999 99.0 9999
2009 08 04 23 00 156  5.0 156  5.7 2238
2009 08 04 23 10 154  4.6 999 99.0 9999
2009 08 04 23 20 153  4.6 999 99.0 9999
2009 08 04 23 30 152  4.2 999 99.0 9999
2009 08 04 23 40 150  3.7 999 99.0 9999
2009 08 04 23 50 154  4.0 999 99.0 9999
2009 08 05 00 00 157  4.5 154  5.2 2310
2009 08 05 00 10 156  4.3 999 99.0 9999
2009 08 05 00 20 156  4.0 999 99.0 9999
2009 08 05 00 30 152  3.6 999 99.0 9999
2009 08 05 00 40 158  3.7 999 99.0 9999
2009 08 05 00 50 150  3.5 999 99.0 9999
2009 08 05 01 00 155  3.3 154  4.7 0004
2009 08 05 01 10 155  3.0 999 99.0 9999
2009 08 05 01 20 156  2.6 999 99.0 9999
2009 08 05 01 30 159  2.9 999 99.0 9999
2009 08 05 01 40 164  3.2 999 99.0 9999
2009 08 05 01 50 167  3.4 999 99.0 9999
2009 08 05 02 00 171  3.4 166  4.0 0143
2009 08 05 02 10 159  3.6 999 99.0 9999
2009 08 05 02 20 175  4.5 999 99.0 9999
2009 08 05 02 30 183  5.0 999 99.0 9999
2009 08 05 02 40 170  4.4 999 99.0 9999
2009 08 05 02 50 165  4.8 999 99.0 9999
2009 08 05 03 00 162  4.8 190  5.8 0225
2009 08 05 03 10 193  6.7 999 99.0 9999
2009 08 05 03 20 197  7.8 999 99.0 9999
2009 08 05 03 30 198  8.5 999 99.0 9999
2009 08 05 03 40 193  8.2 999 99.0 9999
2009 08 05 03 50 185  6.8 999 99.0 9999
2009 08 05 04 00 178  6.8 194  9.4 0332
2009 08 05 04 10 168  6.5 999 99.0 9999
2009 08 05 04 20 179  6.9 999 99.0 9999
2009 08 05 04 30 176  6.2 999 99.0 9999
2009 08 05 04 40 175  6.6 999 99.0 9999
2009 08 05 04 50 184  7.5 999 99.0 9999
2009 08 05 05 00 180  7.3 187  8.4 0444
2009 08 05 05 10 186  7.9 999 99.0 9999
2009 08 05 05 20 192  7.1 999 99.0 9999
2009 08 05 05 30 168  6.1 999 99.0 9999
2009 08 05 05 40 173  6.8 999 99.0 9999
2009 08 05 05 50 179  6.1 999 99.0 9999
2009 08 05 06 00 166  6.6 157  9.1 0531
2009 08 05 06 10 167  6.4 999 99.0 9999
2009 08 05 06 20 167  6.3 999 99.0 9999
2009 08 05 06 30 167  7.2 999 99.0 9999
2009 08 05 06 40 171  7.3 999 99.0 9999
2009 08 05 06 50 177  6.3 999 99.0 9999
2009 08 05 07 00 178  6.6 165  8.0 0624
2009 08 05 07 10 183  6.6 999 99.0 9999
2009 08 05 07 20 179  6.5 999 99.0 9999
2009 08 05 07 30 167  6.5 999 99.0 9999
2009 08 05 07 40 177  6.7 999 99.0 9999
2009 08 05 07 50 172  6.4 999 99.0 9999
2009 08 05 08 00 176  6.5 176  7.7 0735
2009 08 05 08 10 183  6.7 999 99.0 9999
2009 08 05 08 20 183  6.8 999 99.0 9999
2009 08 05 08 30 181  6.5 999 99.0 9999
2009 08 05 08 40 184  6.4 999 99.0 9999
2009 08 05 08 50 182  5.8 999 99.0 9999
2009 08 05 09 00 180  5.5 184  7.7 0814
2009 08 05 09 10 179  5.5 999 99.0 9999
2009 08 05 09 20 178  5.1 999 99.0 9999
2009 08 05 09 30 172  4.9 999 99.0 9999
2009 08 05 09 40 176  4.9 999 99.0 9999
2009 08 05 09 50 184  5.0 999 99.0 9999
2009 08 05 10 00 181  5.1 179  7.1 0905
2009 08 05 10 10 188  4.9 999 99.0 9999
2009 08 05 10 20 189  4.5 999 99.0 9999
2009 08 05 10 30 184  4.5 999 99.0 9999
2009 08 05 10 40 179  4.7 999 99.0 9999
2009 08 05 10 50 183  4.9 999 99.0 9999
2009 08 05 11 00 189  5.4 188  6.1 1058
2009 08 05 11 10 186  5.3 999 99.0 9999
2009 08 05 11 20 186  5.0 999 99.0 9999
2009 08 05 11 30 191  4.8 999 99.0 9999
2009 08 05 11 40 187  4.5 999 99.0 9999
2009 08 05 11 50 177  4.4 999 99.0 9999
2009 08 05 12 00 175  4.5 185  6.1 1106
2009 08 05 12 10 181  5.4 999 99.0 9999
2009 08 05 12 20 186  5.5 999 99.0 9999
2009 08 05 12 30 187  4.9 999 99.0 9999
2009 08 05 12 40 192  3.9 999 99.0 9999
2009 08 05 12 50 186  4.1 999 99.0 9999
2009 08 05 13 00 180  4.8 175  6.6 1212
2009 08 05 13 10 188  4.6 999 99.0 9999
2009 08 05 13 20 187  4.3 999 99.0 9999
2009 08 05 13 30 186  3.9 999 99.0 9999
2009 08 05 13 40 182  4.2 999 99.0 9999
2009 08 05 13 50 179  4.5 999 99.0 9999
2009 08 05 14 00 175  4.4 187  5.7 1302
2009 08 05 14 10 179  4.7 999 99.0 9999
2009 08 05 14 20 179  4.5 999 99.0 9999
2009 08 05 14 30 177  4.9 999 99.0 9999
2009 08 05 14 40 179  5.7 999 99.0 9999
2009 08 05 14 50 183  5.5 999 99.0 9999
2009 08 05 15 00 185  5.3 179  6.8 1437
2009 08 05 15 10 187  4.6 999 99.0 9999
2009 08 05 15 20 192  4.4 999 99.0 9999
2009 08 05 15 30 194  4.0 999 99.0 9999
2009 08 05 15 40 194  4.0 999 99.0 9999
2009 08 05 15 50 191  3.9 999 99.0 9999
2009 08 05 16 00 194  3.3 183  5.3 1504
2009 08 05 16 10 199  2.9 999 99.0 9999
2009 08 05 16 20 206  2.4 999 99.0 9999
2009 08 05 16 30 199  2.2 999 99.0 9999
2009 08 05 16 40 194  2.2 999 99.0 9999
2009 08 05 16 50 180  2.2 999 99.0 9999
2009 08 05 17 00 169  3.1 175  4.0 1652
2009 08 05 17 10 167  2.8 999 99.0 9999
2009 08 05 17 20 168  2.9 999 99.0 9999
2009 08 05 17 30 161  2.6 999 99.0 9999
2009 08 05 17 40 160  2.7 999 99.0 9999
2009 08 05 17 50 157  2.8 999 99.0 9999
2009 08 05 18 00 151  3.1 151  3.8 1758
2009 08 05 18 10 152  3.2 999 99.0 9999
2009 08 05 18 20 154  3.3 999 99.0 9999
2009 08 05 18 30 154  3.3 999 99.0 9999
2009 08 05 18 40 154  3.8 999 99.0 9999
2009 08 05 18 50 152  4.1 999 99.0 9999
2009 08 05 19 00 153  4.2 153  4.8 1856
2009 08 05 19 10 155  4.2 999 99.0 9999
2009 08 05 19 20 156  4.5 999 99.0 9999
2009 08 05 19 30 159  4.2 999 99.0 9999
2009 08 05 19 40 160  3.7 999 99.0 9999
2009 08 05 19 50 160  3.6 999 99.0 9999
2009 08 05 20 00 159  3.7 149  5.0 1913
2009 08 05 20 10 162  2.8 999 99.0 9999
2009 08 05 20 20 160  2.9 999 99.0 9999
2009 08 05 20 30 160  2.6 999 99.0 9999
2009 08 05 20 40 158  2.6 999 99.0 9999
2009 08 05 20 50 160  2.5 999 99.0 9999
2009 08 05 21 00 162  2.2 157  3.3 2000
2009 08 05 21 10 163  2.1 999 99.0 9999
2009 08 05 21 20 159  2.2 999 99.0 9999
2009 08 05 21 30 154  2.5 999 99.0 9999
2009 08 05 21 40 149  3.4 999 99.0 9999
2009 08 05 21 50 151  3.7 999 99.0 9999
2009 08 05 22 00 154  4.0 155  4.3 2158
2009 08 05 22 10 156  4.3 999 99.0 9999
2009 08 05 22 20 153  4.2 999 99.0 9999
2009 08 05 22 30 158  4.8 999 99.0 9999
2009 08 05 22 40 154  4.7 999 99.0 9999
2009 08 05 22 50 156  4.7 999 99.0 9999
2009 08 05 23 00 155  4.3 156  5.4 2228
2009 08 05 23 10 154  4.1 999 99.0 9999
2009 08 05 23 20 157  4.0 999 99.0 9999
2009 08 05 23 30 161  3.9 999 99.0 9999
2009 08 05 23 40 162  3.9 999 99.0 9999
2009 08 05 23 50 162  3.7 999 99.0 9999
2009 08 06 00 00 163  3.3 155  4.4 2301
2009 08 06 00 10 162  2.9 999 99.0 9999
2009 08 06 00 20 171  2.5 999 99.0 9999
2009 08 06 00 30 180  2.4 999 99.0 9999
2009 08 06 00 40 191  2.9 999 99.0 9999
2009 08 06 00 50 204  3.0 999 99.0 9999
2009 08 06 01 00 203  3.3 197  3.7 0058
2009 08 06 01 10 206  3.4 999 99.0 9999
2009 08 06 01 20 211  3.6 999 99.0 9999
2009 08 06 01 30 189  2.2 999 99.0 9999
2009 08 06 01 40 214  2.1 999 99.0 9999
2009 08 06 01 50 171  1.8 999 99.0 9999
2009 08 06 02 00 180  1.8 211  3.8 0113
2009 08 06 02 10 178  1.5 999 99.0 9999
2009 08 06 02 20 171  1.0 999 99.0 9999
2009 08 06 02 30  64  1.1 999 99.0 9999
2009 08 06 02 40  20  1.7 999 99.0 9999
2009 08 06 02 50  32  2.2 999 99.0 9999
2009 08 06 03 00  37  2.3  31  2.9 0257
2009 08 06 03 10  41  2.2 999 99.0 9999
2009 08 06 03 20  39  2.2 999 99.0 9999
2009 08 06 03 30  33  2.6 999 99.0 9999
2009 08 06 03 40  41  2.8 999 99.0 9999
2009 08 06 03 50  44  2.8 999 99.0 9999
2009 08 06 04 00  42  3.8  32  4.8 0355
2009 08 06 04 10  47  4.3 999 99.0 9999
2009 08 06 04 20  39  4.9 999 99.0 9999
2009 08 06 04 30  36  4.8 999 99.0 9999
2009 08 06 04 40  34  4.6 999 99.0 9999
2009 08 06 04 50  41  3.4 999 99.0 9999
2009 08 06 05 00  33  4.0  40  5.9 0418
2009 08 06 05 10  37  3.4 999 99.0 9999
2009 08 06 05 20  30  3.9 999 99.0 9999
2009 08 06 05 30  24  3.2 999 99.0 9999
2009 08 06 05 40  15  2.7 999 99.0 9999
2009 08 06 05 50   8  2.7 999 99.0 9999
2009 08 06 06 00   9  2.7  34  4.6 0511
2009 08 06 06 10 355  2.9 999 99.0 9999
2009 08 06 06 20 345  3.6 999 99.0 9999
2009 08 06 06 30 335  4.2 999 99.0 9999
2009 08 06 06 40 330  3.7 999 99.0 9999
2009 08 06 06 50 330  2.9 999 99.0 9999
2009 08 06 07 00 324  2.8 333  4.9 0626
2009 08 06 07 10 321  3.0 999 99.0 9999
2009 08 06 07 20 320  2.8 999 99.0 9999
2009 08 06 07 30 329  2.4 999 99.0 9999
2009 08 06 07 40 333  2.7 999 99.0 9999
2009 08 06 07 50 327  2.3 999 99.0 9999
2009 08 06 08 00 331  2.3 326  3.7 0710
2009 08 06 08 10 325  2.3 999 99.0 9999
2009 08 06 08 20 329  2.2 999 99.0 9999
2009 08 06 08 30 326  1.8 999 99.0 9999
2009 08 06 08 40 321  2.0 999 99.0 9999
2009 08 06 08 50 315  1.8 999 99.0 9999
2009 08 06 09 00 313  0.8 321  2.7 0805
2009 08 06 09 10 317  0.2 999 99.0 9999
2009 08 06 09 20   0  0.0 999 99.0 9999
2009 08 06 09 30 284  0.3 999 99.0 9999
2009 08 06 09 40 150  1.1 999 99.0 9999
2009 08 06 09 50 157  0.9 999 99.0 9999
2009 08 06 10 00 167  1.3 166  1.9 0956
2009 08 06 10 10 203  1.4 999 99.0 9999
2009 08 06 10 20 183  1.2 999 99.0 9999
2009 08 06 10 30 149  1.5 999 99.0 9999
2009 08 06 10 40 145  1.5 999 99.0 9999
2009 08 06 10 50 146  1.4 999 99.0 9999
2009 08 06 11 00 161  1.4 209  2.4 1005
2009 08 06 11 10 158  2.3 999 99.0 9999
2009 08 06 11 20 163  2.8 999 99.0 9999
2009 08 06 11 30 166  2.7 999 99.0 9999
2009 08 06 11 40 175  2.6 999 99.0 9999
2009 08 06 11 50 186  2.2 999 99.0 9999
2009 08 06 12 00 179  2.0 170  3.2 1119
2009 08 06 12 10 182  1.6 999 99.0 9999
2009 08 06 12 20 195  1.1 999 99.0 9999
2009 08 06 12 30 184  1.4 999 99.0 9999
2009 08 06 12 40 166  1.4 999 99.0 9999
2009 08 06 12 50 150  1.4 999 99.0 9999
