#YY  MM DD hh mm WDIR WSPD GDR GST GTIME
#yr  mo dy hr mn degT m/s degT m/s hhmm
2009 03 26 05 10 342  2.2 999 99.0 9999
2009 03 26 05 20 348  2.4 999 99.0 9999
2009 03 26 05 30 350  2.5 999 99.0 9999
2009 03 26 05 40 353  2.4 999 99.0 9999
2009 03 26 05 50   3  2.3 999 99.0 9999
2009 03 26 06 00   4  2.3 348  2.9 0524
2009 03 26 06 10   6  1.6 999 99.0 9999
2009 03 26 06 20 344  1.8 999 99.0 9999
2009 03 26 06 30 358  1.6 999 99.0 9999
2009 03 26 06 40 351  1.8 999 99.0 9999
2009 03 26 06 50 345  1.5 999 99.0 9999
2009 03 26 07 00 334  1.5 360  2.4 0605
2009 03 26 07 10 299  1.6 999 99.0 9999
2009 03 26 07 20 280  1.4 999 99.0 9999
2009 03 26 07 30 246  1.9 999 99.0 9999
2009 03 26 07 40 248  1.5 999 99.0 9999
2009 03 26 07 50 263  1.2 999 99.0 9999
2009 03 26 08 00 269  1.2 241  2.2 0726
2009 03 26 08 10 293  1.2 999 99.0 9999
2009 03 26 08 20 280  0.5 999 99.0 9999
2009 03 26 08 30 333  0.1 999 99.0 9999
2009 03 26 08 40 358  0.2 999 99.0 9999
2009 03 26 08 50 139  0.7 999 99.0 9999
2009 03 26 09 00 151  0.5 296  2.2 0805
2009 03 26 09 10 147  0.6 999 99.0 9999
2009 03 26 09 20 135  0.6 999 99.0 9999
2009 03 26 09 30 138  0.6 999 99.0 9999
2009 03 26 09 40 115  0.3 999 99.0 9999
2009 03 26 09 50   0  0.0 999 99.0 9999
2009 03 26 10 00 103  0.1 146  1.1 0905
2009 03 26 10 10  91  0.1 999 99.0 9999
2009 03 26 10 20 151  1.5 999 99.0 9999
2009 03 26 10 30 154  2.9 999 99.0 9999
2009 03 26 10 40 146  2.0 999 99.0 9999
2009 03 26 10 50 133  0.6 999 99.0 9999
2009 03 26 11 00 128  1.3 152  3.5 1029
2009 03 26 11 10 125  1.1 999 99.0 9999
2009 03 26 11 20 128  1.2 999 99.0 9999
2009 03 26 11 30 150  2.1 999 99.0 9999
2009 03 26 11 40 137  1.7 999 99.0 9999
2009 03 26 11 50  82  0.7 999 99.0 9999
2009 03 26 12 00  43  0.1 150  3.0 1120
2009 03 26 12 10   0  0.1 999 99.0 9999
2009 03 26 12 20   0  0.0 999 99.0 9999
2009 03 26 12 30 151  0.4 999 99.0 9999
2009 03 26 12 40 100  0.1 999 99.0 9999
2009 03 26 12 50  60  0.2 999 99.0 9999
2009 03 26 13 00   9  0.2 155  1.1 1227
2009 03 26 13 10  42  0.1 999 99.0 9999
2009 03 26 13 20 162  0.5 999 99.0 9999
2009 03 26 13 30 155  1.3 999 99.0 9999
2009 03 26 13 40 147  1.4 999 99.0 9999
2009 03 26 13 50 151  1.3 999 99.0 9999
2009 03 26 14 00 149  1.2 153  2.3 1339
2009 03 26 14 10 123  0.8 999 99.0 9999
2009 03 26 14 20 148  1.6 999 99.0 9999
2009 03 26 14 30 157  2.7 999 99.0 9999
2009 03 26 14 40 156  2.6 999 99.0 9999
2009 03 26 14 50 147  2.7 999 99.0 9999
2009 03 26 15 00 160  2.9 152  3.6 1453
2009 03 26 15 10 157  2.9 999 99.0 9999
2009 03 26 15 20 150  2.9 999 99.0 9999
2009 03 26 15 30 146  3.1 999 99.0 9999
2009 03 26 15 40 154  2.9 999 99.0 9999
2009 03 26 15 50 160  2.6 999 99.0 9999
2009 03 26 16 00 163  2.4 159  4.3 1533
2009 03 26 16 10 159  2.5 999 99.0 9999
2009 03 26 16 20 163  2.4 999 99.0 9999
2009 03 26 16 30 165  2.2 999 99.0 9999
2009 03 26 16 40 156  2.0 999 99.0 9999
2009 03 26 16 50 158  2.1 999 99.0 9999
2009 03 26 17 00 158  2.6 159  3.6 1659
2009 03 26 17 10 162  3.0 999 99.0 9999
2009 03 26 17 20 167  3.1 999 99.0 9999
2009 03 26 17 30 165  3.1 999 99.0 9999
2009 03 26 17 40 175  2.8 999 99.0 9999
2009 03 26 17 50 181  2.5 999 99.0 9999
2009 03 26 18 00 186  2.8 165  3.7 1704
2009 03 26 18 10 175  3.6 999 99.0 9999
2009 03 26 18 20 197  3.9 999 99.0 9999
2009 03 26 18 30 188  3.9 999 99.0 9999
2009 03 26 18 40 188  4.0 999 99.0 9999
2009 03 26 18 50 187  3.8 999 99.0 9999
2009 03 26 19 00 188  3.9 171  5.2 1810
2009 03 26 19 10 195  3.8 999 99.0 9999
2009 03 26 19 20 199  3.8 999 99.0 9999
2009 03 26 19 30 191  3.4 999 99.0 9999
2009 03 26 19 40 169  3.3 999 99.0 9999
2009 03 26 19 50 157  3.7 999 99.0 9999
2009 03 26 20 00 160  3.9 157  4.7 1947
2009 03 26 20 10 159  3.4 999 99.0 9999
2009 03 26 20 20 155  3.2 999 99.0 9999
2009 03 26 20 30 154  3.3 999 99.0 9999
2009 03 26 20 40 168  3.0 999 99.0 9999
2009 03 26 20 50 157  3.3 999 99.0 9999
2009 03 26 21 00 165  3.2 158  4.3 2000
2009 03 26 21 10 159  2.7 999 99.0 9999
2009 03 26 21 20 154  2.4 999 99.0 9999
2009 03 26 21 30 155  2.2 999 99.0 9999
2009 03 26 21 40 159  1.6 999 99.0 9999
2009 03 26 21 50 165  1.8 999 99.0 9999
2009 03 26 22 00 168  1.8 158  3.2 2109
2009 03 26 22 10 171  1.9 999 99.0 9999
2009 03 26 22 20 166  1.9 999 99.0 9999
2009 03 26 22 30 160  1.9 999 99.0 9999
2009 03 26 22 40 157  1.9 999 99.0 9999
2009 03 26 22 50 151  2.2 999 99.0 9999
2009 03 26 23 00 146  2.2 147  2.5 2247
2009 03 26 23 10 151  2.3 999 99.0 9999
2009 03 26 23 20 149  2.1 999 99.0 9999
2009 03 26 23 30 147  2.0 999 99.0 9999
2009 03 26 23 40 150  1.9 999 99.0 9999
2009 03 26 23 50 147  1.8 999 99.0 9999
2009 03 27 00 00 146  1.8 148  2.5 2300
2009 03 27 00 10 139  1.5 999 99.0 9999
2009 03 27 00 20 157  1.5 999 99.0 9999
2009 03 27 00 30 162  1.3 999 99.0 9999
2009 03 27 00 40 164  1.4 999 99.0 9999
2009 03 27 00 50 148  1.6 999 99.0 9999
2009 03 27 01 00 148  1.7 149  2.0 0055
2009 03 27 01 10 171  1.4 999 99.0 9999
2009 03 27 01 20 168  1.6 999 99.0 9999
2009 03 27 01 30 155  1.3 999 99.0 9999
2009 03 27 01 40 156  0.5 999 99.0 9999
2009 03 27 01 50  44  2.5 999 99.0 9999
2009 03 27 02 00  25  5.3  14  7.2 0156
2009 03 27 02 10  35  5.2 999 99.0 9999
2009 03 27 02 20  28  5.1 999 99.0 9999
2009 03 27 02 30  25  5.2 999 99.0 9999
2009 03 27 02 40  23  5.9 999 99.0 9999
2009 03 27 02 50  22  5.9 999 99.0 9999
2009 03 27 03 00  18  6.0  17  7.2 0254
2009 03 27 03 10  13  6.0 999 99.0 9999
2009 03 27 03 20   7  6.0 999 99.0 9999
2009 03 27 03 30  18  5.4 999 99.0 9999
2009 03 27 03 40  14  4.7 999 99.0 9999
2009 03 27 03 50   8  4.6 999 99.0 9999
2009 03 27 04 00   5  4.9   3  7.3 0315
2009 03 27 04 10   6  4.3 999 99.0 9999
2009 03 27 04 20  11  3.8 999 99.0 9999
2009 03 27 04 30   5  3.6 999 99.0 9999
2009 03 27 04 40 357  3.6 999 99.0 9999
2009 03 27 04 50 353  3.4 999 99.0 9999
2009 03 27 05 00 343  3.7   1  5.3 0400
2009 03 27 05 10 335  4.0 999 99.0 9999
2009 03 27 05 20 339  3.9 999 99.0 9999
2009 03 27 05 30 349  3.7 999 99.0 9999
2009 03 27 05 40 358  3.0 999 99.0 9999
2009 03 27 05 50   7  2.7 999 99.0 9999
2009 03 27 06 00   8  2.3 331  4.7 0507
2009 03 27 06 10  30  1.3 999 99.0 9999
2009 03 27 06 20   3  1.3 999 99.0 9999
2009 03 27 06 30   6  1.4 999 99.0 9999
2009 03 27 06 40  19  1.3 999 99.0 9999
2009 03 27 06 50  15  0.9 999 99.0 9999
2009 03 27 07 00  16  0.7  28  2.0 0635
2009 03 27 07 10 360  0.8 999 99.0 9999
2009 03 27 07 20 356  1.0 999 99.0 9999
2009 03 27 07 30 356  1.6 999 99.0 9999
2009 03 27 07 40 353  1.3 999 99.0 9999
2009 03 27 07 50  24  0.5 999 99.0 9999
2009 03 27 08 00 102  0.2   2  1.9 0725
2009 03 27 08 10 144  0.7 999 99.0 9999
2009 03 27 08 20 154  1.1 999 99.0 9999
2009 03 27 08 30 154  1.3 999 99.0 9999
2009 03 27 08 40 188  1.8 999 99.0 9999
2009 03 27 08 50 186  2.1 999 99.0 9999
2009 03 27 09 00 187  2.3 172  2.8 0859
2009 03 27 09 10 176  2.9 999 99.0 9999
2009 03 27 09 20 169  3.6 999 99.0 9999
2009 03 27 09 30 182  2.8 999 99.0 9999
2009 03 27 09 40 190  2.9 999 99.0 9999
2009 03 27 09 50 196  2.8 999 99.0 9999
2009 03 27 10 00 199  1.9 169  4.0 0914
2009 03 27 10 10 191  2.4 999 99.0 9999
2009 03 27 10 20 184  2.9 999 99.0 9999
2009 03 27 10 30 174  4.0 999 99.0 9999
2009 03 27 10 40 170  3.9 999 99.0 9999
2009 03 27 10 50 167  3.1 999 99.0 9999
2009 03 27 11 00 176  3.7 173  5.0 1059
2009 03 27 11 10 181  4.6 999 99.0 9999
2009 03 27 11 20 196  4.3 999 99.0 9999
2009 03 27 11 30 212  3.5 999 99.0 9999
2009 03 27 11 40 210  3.0 999 99.0 9999
2009 03 27 11 50 197  3.6 999 99.0 9999
2009 03 27 12 00 184  5.4 189  6.6 1156
2009 03 27 12 10 185  5.6 999 99.0 9999
2009 03 27 12 20 180  6.1 999 99.0 9999
2009 03 27 12 30 175  6.6 999 99.0 9999
2009 03 27 12 40 179  7.0 999 99.0 9999
2009 03 27 12 50 178  6.8 999 99.0 9999
2009 03 27 13 00 180  5.8 175  8.5 1239
2009 03 27 13 10 179  6.4 999 99.0 9999
2009 03 27 13 20 189  6.4 999 99.0 9999
2009 03 27 13 30 184  6.9 999 99.0 9999
2009 03 27 13 40 183  7.1 999 99.0 9999
2009 03 27 13 50 182  6.5 999 99.0 9999
2009 03 27 14 00 176  6.7 177  9.0 1338
2009 03 27 14 10 180  7.2 999 99.0 9999
2009 03 27 14 20 182  7.6 999 99.0 9999
2009 03 27 14 30 177  7.8 999 99.0 9999
2009 03 27 14 40 179  7.5 999 99.0 9999
2009 03 27 14 50 177  8.1 999 99.0 9999
2009 03 27 15 00 175  8.4 169  9.9 1453
2009 03 27 15 10 179  7.8 999 99.0 9999
2009 03 27 15 20 186  7.4 999 99.0 9999
2009 03 27 15 30 186  6.5 999 99.0 9999
2009 03 27 15 40 191  6.1 999 99.0 9999
2009 03 27 15 50 198  6.6 999 99.0 9999
2009 03 27 16 00 200  6.0 179  9.8 1514
2009 03 27 16 10 196  6.4 999 99.0 9999
2009 03 27 16 20 192  7.1 999 99.0 9999
2009 03 27 16 30 192  7.3 999 99.0 9999
2009 03 27 16 40 192  7.8 999 99.0 9999
2009 03 27 16 50 190  7.7 999 99.0 9999
2009 03 27 17 00 183  7.6 182  9.3 1654
2009 03 27 17 10 185  7.5 999 99.0 9999
2009 03 27 17 20 190  8.0 999 99.0 9999
2009 03 27 17 30 192  8.4 999 99.0 9999
2009 03 27 17 40 191  7.4 999 99.0 9999
2009 03 27 17 50 194  6.6 999 99.0 9999
2009 03 27 18 00 192  6.3 190  9.5 1728
2009 03 27 18 10 189  6.1 999 99.0 9999
2009 03 27 18 20 185  6.4 999 99.0 9999
2009 03 27 18 30 178  7.0 999 99.0 9999
2009 03 27 18 40 166  7.7 999 99.0 9999
2009 03 27 18 50 168  7.6 999 99.0 9999
2009 03 27 19 00 169  7.3 166  8.3 1831
2009 03 27 19 10 172  6.7 999 99.0 9999
2009 03 27 19 20 176  6.3 999 99.0 9999
2009 03 27 19 30 170  6.3 999 99.0 9999
2009 03 27 19 40 172  6.6 999 99.0 9999
2009 03 27 19 50 179  6.3 999 99.0 9999
2009 03 27 20 00 176  6.1 179  7.6 1908
2009 03 27 20 10 175  5.7 999 99.0 9999
2009 03 27 20 20 177  5.8 999 99.0 9999
2009 03 27 20 30 182  6.2 999 99.0 9999
2009 03 27 20 40 185  5.9 999 99.0 9999
2009 03 27 20 50 182  6.8 999 99.0 9999
2009 03 27 21 00 178  7.3 180  8.5 2057
2009 03 27 21 10 174  7.3 999 99.0 9999
2009 03 27 21 20 174  7.1 999 99.0 9999
2009 03 27 21 30 171  6.3 999 99.0 9999
2009 03 27 21 40 175  6.2 999 99.0 9999
2009 03 27 21 50 175  5.5 999 99.0 9999
2009 03 27 22 00 175  4.5 177  8.0 2104
2009 03 27 22 10 174  4.4 999 99.0 9999
2009 03 27 22 20 165  3.7 999 99.0 9999
2009 03 27 22 30 159  3.3 999 99.0 9999
2009 03 27 22 40 152  2.6 999 99.0 9999
2009 03 27 22 50 152  1.8 999 99.0 9999
2009 03 27 23 00 158  1.6 171  4.9 2203
2009 03 27 23 10 166  1.1 999 99.0 9999
2009 03 27 23 20 154  0.3 999 99.0 9999
2009 03 27 23 30 355  2.0 999 99.0 9999
2009 03 27 23 40 357  2.7 999 99.0 9999
2009 03 27 23 50 356  2.6 999 99.0 9999
2009 03 28 00 00 357  2.5 358  2.9 2355
2009 03 28 00 10   4  2.4 999 99.0 9999
2009 03 28 00 20  33  2.5 999 99.0 9999
2009 03 28 00 30  42  2.5 999 99.0 9999
2009 03 28 00 40  43  3.3 999 99.0 9999
2009 03 28 00 50  15  4.1 999 99.0 9999
2009 03 28 01 00 360  4.5   4  5.3 0046
2009 03 28 01 10  13  4.3 999 99.0 9999
2009 03 28 01 20  35  3.3 999 99.0 9999
2009 03 28 01 30  44  2.8 999 99.0 9999
2009 03 28 01 40  30  2.6 999 99.0 9999
2009 03 28 01 50   6  3.3 999 99.0 9999
2009 03 28 02 00 355  3.9   2  5.3 0101
2009 03 28 02 10 348  4.1 999 99.0 9999
2009 03 28 02 20 354  4.9 999 99.0 9999
2009 03 28 02 30 360  5.1 999 99.0 9999
2009 03 28 02 40 356  5.8 999 99.0 9999
2009 03 28 02 50 355  6.3 999 99.0 9999
2009 03 28 03 00   7  6.1   1  7.4 0251
2009 03 28 03 10   8  5.7 999 99.0 9999
2009 03 28 03 20 349  4.9 999 99.0 9999
2009 03 28 03 30   5  6.8 999 99.0 9999
2009 03 28 03 40  20  7.1 999 99.0 9999
2009 03 28 03 50  14  5.4 999 99.0 9999
2009 03 28 04 00   7  4.6  20  8.2 0333
2009 03 28 04 10   5  5.5 999 99.0 9999
2009 03 28 04 20   4  5.7 999 99.0 9999
2009 03 28 04 30  11  6.1 999 99.0 9999
2009 03 28 04 40  24  6.0 999 99.0 9999
2009 03 28 04 50  39  6.4 999 99.0 9999
2009 03 28 05 00  38  5.9  29  8.2 0440
2009 03 28 05 10  29  5.8 999 99.0 9999
2009 03 28 05 20  36  4.6 999 99.0 9999
2009 03 28 05 30  41  3.9 999 99.0 9999
2009 03 28 05 40  34  4.3 999 99.0 9999
2009 03 28 05 50  46  3.2 999 99.0 9999
2009 03 28 06 00  50  3.3  28  6.7 0502
2009 03 28 06 10  71  3.4 999 99.0 9999
2009 03 28 06 20  76  3.3 999 99.0 9999
2009 03 28 06 30  83  2.7 999 99.0 9999
2009 03 28 06 40  82  3.3 999 99.0 9999
2009 03 28 06 50  89  2.5 999 99.0 9999
2009 03 28 07 00  74  3.7  74  5.7 0632
2009 03 28 07 10  82  2.8 999 99.0 9999
2009 03 28 07 20  77  3.1 999 99.0 9999
2009 03 28 07 30  71  3.2 999 99.0 9999
2009 03 28 07 40  71  2.9 999 99.0 9999
2009 03 28 07 50  95  2.0 999 99.0 9999
2009 03 28 08 00 157  2.9  77  5.0 0714
2009 03 28 08 10 182  4.2 999 99.0 9999
2009 03 28 08 20 183  4.1 999 99.0 9999
2009 03 28 08 30 185  4.0 999 99.0 9999
2009 03 28 08 40 180  4.3 999 99.0 9999
2009 03 28 08 50 178  5.3 999 99.0 9999
2009 03 28 09 00 181  4.9 175  6.2 0842
2009 03 28 09 10 180  5.1 999 99.0 9999
2009 03 28 09 20 173  4.7 999 99.0 9999
2009 03 28 09 30 170  4.7 999 99.0 9999
2009 03 28 09 40 176  4.4 999 99.0 9999
2009 03 28 09 50 171  3.9 999 99.0 9999
2009 03 28 10 00 176  4.5 170  5.9 0900
2009 03 28 10 10 204  3.4 999 99.0 9999
2009 03 28 10 20 176  3.7 999 99.0 9999
2009 03 28 10 30 179  3.9 999 99.0 9999
2009 03 28 10 40 166  3.2 999 99.0 9999
2009 03 28 10 50 165  3.3 999 99.0 9999
2009 03 28 11 00 153  2.8 158  5.1 1048
2009 03 28 11 10 174  3.0 999 99.0 9999
2009 03 28 11 20 159  2.6 999 99.0 9999
2009 03 28 11 30 159  2.5 999 99.0 9999
2009 03 28 11 40 179  2.6 999 99.0 9999
2009 03 28 11 50 181  3.2 999 99.0 9999
2009 03 28 12 00 168  2.7 175  4.7 1112
2009 03 28 12 10 177  3.7 999 99.0 9999
2009 03 28 12 20 181  3.6 999 99.0 9999
2009 03 28 12 30 180  3.3 999 99.0 9999
2009 03 28 12 40 188  3.9 999 99.0 9999
2009 03 28 12 50 192  3.7 999 99.0 9999
2009 03 28 13 00 194  3.8 183  5.0 1211
2009 03 28 13 10 205  3.7 999 99.0 9999
2009 03 28 13 20 207  3.3 999 99.0 9999
2009 03 28 13 30 214  3.8 999 99.0 9999
2009 03 28 13 40 220  3.9 999 99.0 9999
2009 03 28 13 50 215  3.6 999 99.0 9999
2009 03 28 14 00 218  3.2 210  4.6 1325
2009 03 28 14 10 224  3.1 999 99.0 9999
2009 03 28 14 20 222  2.6 999 99.0 9999
2009 03 28 14 30 205  2.4 999 99.0 9999
2009 03 28 14 40 203  2.6 999 99.0 9999
2009 03 28 14 50 208  2.5 999 99.0 9999
2009 03 28 15 00 205  2.4 225  3.6 1400
2009 03 28 15 10 203  3.2 999 99.0 9999
2009 03 28 15 20 203  4.7 999 99.0 9999
2009 03 28 15 30 201  5.5 999 99.0 9999
2009 03 28 15 40 207  5.6 999 99.0 9999
2009 03 28 15 50 204  6.2 999 99.0 9999
2009 03 28 16 00 210  6.6 209  8.7 1556
2009 03 28 16 10 212  7.7 999 99.0 9999
2009 03 28 16 20 210  8.2 999 99.0 9999
2009 03 28 16 30 203  8.2 999 99.0 9999
2009 03 28 16 40 202  7.9 999 99.0 9999
2009 03 28 16 50 205  6.7 999 99.0 9999
2009 03 28 17 00 206  7.3 213  9.8 1609
2009 03 28 17 10 205  6.8 999 99.0 9999
2009 03 28 17 20 203  6.9 999 99.0 9999
2009 03 28 17 30 205  6.5 999 99.0 9999
2009 03 28 17 40 211  5.9 999 99.0 9999
2009 03 28 17 50 209  5.7 999 99.0 9999
2009 03 28 18 00 206  5.1 203  8.2 1714
2009 03 28 18 10 198  5.2 999 99.0 9999
2009 03 28 18 20 189  5.8 999 99.0 9999
2009 03 28 18 30 196  5.5 999 99.0 9999
2009 03 28 18 40 194  5.4 999 99.0 9999
2009 03 28 18 50 195  5.4 999 99.0 9999
2009 03 28 19 00 185  6.3 182  7.4 1855
2009 03 28 19 10 189  5.9 999 99.0 9999
2009 03 28 19 20 180  5.7 999 99.0 9999
2009 03 28 19 30 183  5.6 999 99.0 9999
2009 03 28 19 40 178  5.5 999 99.0 9999
2009 03 28 19 50 180  5.2 999 99.0 9999
2009 03 28 20 00 177  4.9 188  7.2 1902
2009 03 28 20 10 180  4.7 999 99.0 9999
2009 03 28 20 20 181  4.0 999 99.0 9999
2009 03 28 20 30 178  3.8 999 99.0 9999
2009 03 28 20 40 180  3.3 999 99.0 9999
2009 03 28 20 50 176  3.1 999 99.0 9999
2009 03 28 21 00 168  2.7 187  5.4 2007
2009 03 28 21 10 164  2.6 999 99.0 9999
2009 03 28 21 20 165  2.4 999 99.0 9999
2009 03 28 21 30 165  1.7 999 99.0 9999
2009 03 28 21 40 193  1.5 999 99.0 9999
2009 03 28 21 50 208  0.7 999 99.0 9999
2009 03 28 22 00 229  0.8 157  3.4 2109
2009 03 28 22 10 322  1.8 999 99.0 9999
2009 03 28 22 20 345  4.6 999 99.0 9999
2009 03 28 22 30 356  5.2 999 99.0 9999
2009 03 28 22 40   4  5.5 999 99.0 9999
2009 03 28 22 50  11  6.0 999 99.0 9999
2009 03 28 23 00   1  7.6 351  8.9 2258
2009 03 28 23 10 353  7.8 999 99.0 9999
2009 03 28 23 20 354  8.6 999 99.0 9999
2009 03 28 23 30 353  8.6 999 99.0 9999
2009 03 28 23 40 351  9.2 999 99.0 9999
2009 03 28 23 50 351  9.9 999 99.0 9999
2009 03 29 00 00 352  9.9 348 11.3 2357
2009 03 29 00 10 356 10.1 999 99.0 9999
2009 03 29 00 20 354 10.0 999 99.0 9999
2009 03 29 00 30 355  9.7 999 99.0 9999
2009 03 29 00 40   2  8.9 999 99.0 9999
2009 03 29 00 50   1  8.8 999 99.0 9999
2009 03 29 01 00   4  9.1 355 11.7 0018
2009 03 29 01 10   6  9.4 999 99.0 9999
2009 03 29 01 20   5  9.1 999 99.0 9999
2009 03 29 01 30   5  9.7 999 99.0 9999
2009 03 29 01 40   7  9.7 999 99.0 9999
2009 03 29 01 50   7  9.3 999 99.0 9999
2009 03 29 02 00  13  9.5   5 12.3 0131
2009 03 29 02 10  14 10.0 999 99.0 9999
2009 03 29 02 20  16 10.2 999 99.0 9999
2009 03 29 02 30  17  9.7 999 99.0 9999
2009 03 29 02 40  11 10.2 999 99.0 9999
2009 03 29 02 50  14  9.0 999 99.0 9999
2009 03 29 03 00 360  9.0  22 11.8 0229
2009 03 29 03 10 358  7.8 999 99.0 9999
2009 03 29 03 20   1  7.6 999 99.0 9999
2009 03 29 03 30 350  7.6 999 99.0 9999
2009 03 29 03 40 352  5.4 999 99.0 9999
2009 03 29 03 50 346  6.1 999 99.0 9999
2009 03 29 04 00 346  6.9   6 10.9 0322
2009 03 29 04 10 333  7.2 999 99.0 9999
2009 03 29 04 20 334  7.0 999 99.0 9999
2009 03 29 04 30 311  7.5 999 99.0 9999
2009 03 29 04 40 300  7.7 999 99.0 9999
2009 03 29 04 50 302  7.6 999 99.0 9999
2009 03 29 05 00 294  7.1 294 10.9 0437
2009 03 29 05 10 298  5.5 999 99.0 9999
2009 03 29 05 20 297  5.3 999 99.0 9999
2009 03 29 05 30 273  6.1 999 99.0 9999
2009 03 29 05 40 263  6.4 999 99.0 9999
2009 03 29 05 50 267  6.6 999 99.0 9999
2009 03 29 06 00 265  5.3 270 10.6 0547
2009 03 29 06 10 257  2.9 999 99.0 9999
2009 03 29 06 20 234  1.5 999 99.0 9999
2009 03 29 06 30 140  2.0 999 99.0 9999
2009 03 29 06 40 168  3.7 999 99.0 9999
2009 03 29 06 50 168  3.0 999 99.0 9999
2009 03 29 07 00 207  2.2 181  5.0 0633
2009 03 29 07 10 210  3.4 999 99.0 9999
2009 03 29 07 20 260  3.6 999 99.0 9999
2009 03 29 07 30 271  3.7 999 99.0 9999
2009 03 29 07 40 250  4.2 999 99.0 9999
2009 03 29 07 50 234  5.4 999 99.0 9999
2009 03 29 08 00 229  5.0 242  6.4 0745
2009 03 29 08 10 199  4.8 999 99.0 9999
2009 03 29 08 20 184  4.8 999 99.0 9999
2009 03 29 08 30 192  4.9 999 99.0 9999
2009 03 29 08 40 189  5.1 999 99.0 9999
2009 03 29 08 50 189  5.4 999 99.0 9999
2009 03 29 09 00 188  5.8 187  7.1 0858
2009 03 29 09 10 196  5.7 999 99.0 9999
2009 03 29 09 20 196  5.4 999 99.0 9999
2009 03 29 09 30 196  6.1 999 99.0 9999
2009 03 29 09 40 198  5.7 999 99.0 9999
2009 03 29 09 50 204  4.9 999 99.0 9999
2009 03 29 10 00 201  4.8 195  7.2 0900
2009 03 29 10 10 202  3.8 999 99.0 9999
2009 03 29 10 20 192  3.6 999 99.0 9999
2009 03 29 10 30 192  4.0 999 99.0 9999
2009 03 29 10 40 186  4.3 999 99.0 9999
2009 03 29 10 50 202  3.3 999 99.0 9999
2009 03 29 11 00 289  4.3 305  8.6 1056
2009 03 29 11 10 320  7.3 999 99.0 9999
2009 03 29 11 20 311  6.7 999 99.0 9999
2009 03 29 11 30 302  5.6 999 99.0 9999
2009 03 29 11 40 304  3.8 999 99.0 9999
2009 03 29 11 50 265  1.4 999 99.0 9999
2009 03 29 12 00 251  0.8 317 10.8 1108
2009 03 29 12 10 225  1.1 999 99.0 9999
2009 03 29 12 20 217  1.5 999 99.0 9999
2009 03 29 12 30 218  1.4 999 99.0 9999
2009 03 29 12 40 273  1.0 999 99.0 9999
2009 03 29 12 50 263  1.4 999 99.0 9999
2009 03 29 13 00 268  1.2 226  2.9 1248
2009 03 29 13 10 276  1.0 999 99.0 9999
2009 03 29 13 20 295  2.3 999 99.0 9999
2009 03 29 13 30 297  1.9 999 99.0 9999
2009 03 29 13 40 330  2.3 999 99.0 9999
2009 03 29 13 50 339  3.9 999 99.0 9999
2009 03 29 14 00 343  5.3 339  6.9 1359
2009 03 29 14 10 343  5.8 999 99.0 9999
2009 03 29 14 20 343  5.4 999 99.0 9999
2009 03 29 14 30 338  4.8 999 99.0 9999
2009 03 29 14 40 298  4.3 999 99.0 9999
2009 03 29 14 50 276  3.1 999 99.0 9999
2009 03 29 15 00 268  3.3 346  6.9 1400
2009 03 29 15 10 238  4.0 999 99.0 9999
2009 03 29 15 20 243  4.4 999 99.0 9999
2009 03 29 15 30 248  4.4 999 99.0 9999
2009 03 29 15 40 245  4.2 999 99.0 9999
2009 03 29 15 50 241  4.2 999 99.0 9999
2009 03 29 16 00 244  2.7 240  5.8 1510
2009 03 29 16 10 230  2.8 999 99.0 9999
2009 03 29 16 20 219  2.8 999 99.0 9999
2009 03 29 16 30 210  2.8 999 99.0 9999
2009 03 29 16 40 205  3.3 999 99.0 9999
2009 03 29 16 50 200  2.8 999 99.0 9999
2009 03 29 17 00 200  3.3 196  4.2 1655
2009 03 29 17 10 187  3.1 999 99.0 9999
2009 03 29 17 20 186  3.3 999 99.0 9999
2009 03 29 17 30 178  3.0 999 99.0 9999
2009 03 29 17 40 161  3.6 999 99.0 9999
2009 03 29 17 50 175  3.8 999 99.0 9999
2009 03 29 18 00 165  3.7 171  4.7 1740
2009 03 29 18 10 171  1.9 999 99.0 9999
2009 03 29 18 20 269  1.5 999 99.0 9999
2009 03 29 18 30 343  4.6 999 99.0 9999
2009 03 29 18 40 348  4.8 999 99.0 9999
2009 03 29 18 50 357  5.6 999 99.0 9999
2009 03 29 19 00 360  6.3 352  8.2 1852
2009 03 29 19 10  14  4.8 999 99.0 9999
2009 03 29 19 20  22  5.8 999 99.0 9999
2009 03 29 19 30  21  6.2 999 99.0 9999
2009 03 29 19 40  20  6.7 999 99.0 9999
2009 03 29 19 50  19  6.9 999 99.0 9999
2009 03 29 20 00  20  7.3  24  8.4 1949
2009 03 29 20 10  19  7.2 999 99.0 9999
2009 03 29 20 20  22  7.4 999 99.0 9999
2009 03 29 20 30  21  6.9 999 99.0 9999
2009 03 29 20 40  17  6.9 999 99.0 9999
2009 03 29 20 50  16  6.9 999 99.0 9999
2009 03 29 21 00  17  6.8  20  8.4 2023
2009 03 29 21 10  16  6.9 999 99.0 9999
2009 03 29 21 20  18  6.3 999 99.0 9999
2009 03 29 21 30  22  5.8 999 99.0 9999
2009 03 29 21 40  21  5.7 999 99.0 9999
2009 03 29 21 50  19  5.7 999 99.0 9999
2009 03 29 22 00  17  5.0  15  7.8 2102
2009 03 29 22 10  24  4.0 999 99.0 9999
2009 03 29 22 20  24  3.3 999 99.0 9999
