#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2011 01 01 18 00   0  0.0  0.0 99.00 99.00 99.00 999 1021.3   1.4 999.0  -5.5 99.0 99.00
2011 01 01 19 00  67  0.1  0.3 99.00 99.00 99.00 999 1021.8   1.4 999.0  -6.3 99.0 99.00
2011 01 01 20 00   1  1.0  1.3 99.00 99.00 99.00 999 1021.8   1.7 999.0  -6.2 99.0 99.00
2011 01 01 21 00   0  1.8  2.2 99.00 99.00 99.00 999 1021.7   2.0 999.0  -5.8 99.0 99.00
2011 01 01 22 00   5  2.3  2.7 99.00 99.00 99.00 999 1021.4   2.4 999.0  -6.2 99.0 99.00
2011 01 01 23 00   4  2.8  3.5 99.00 99.00 99.00 999 1021.6   3.0 999.0  -5.4 99.0 99.00
2011 01 02 00 00   9  2.8  3.2 99.00 99.00 99.00 999 1021.7   3.4 999.0  -5.0 99.0 99.00
2011 01 02 01 00  19  2.9  3.3 99.00 99.00 99.00 999 1021.8   3.4 999.0  -4.7 99.0 99.00
2011 01 02 02 00  62  1.9  2.2 99.00 99.00 99.00 999 1021.7   2.4 999.0  -4.6 99.0 99.00
2011 01 02 03 00  59  1.8  2.2 99.00 99.00 99.00 999 1022.2   2.5 999.0  -5.8 99.0 99.00
2011 01 02 04 00   0  0.0  0.0 99.00 99.00 99.00 999 1022.1   1.9 999.0  -5.4 99.0 99.00
2011 01 02 05 00 150  0.2  0.7 99.00 99.00 99.00 999 1022.4   2.1 999.0  -4.8 99.0 99.00
2011 01 02 06 00  54  2.6  2.9 99.00 99.00 99.00 999 1022.9   1.1 999.0  -4.9 99.0 99.00
2011 01 02 07 00  50  0.8  0.8 99.00 99.00 99.00 999 1023.2   2.0 999.0  -5.9 99.0 99.00
2011 01 02 08 00  62  2.5  2.7 99.00 99.00 99.00 999 1023.4   1.7 999.0  -4.7 99.0 99.00
2011 01 02 09 00  58  2.1  2.8 99.00 99.00 99.00 999 1023.6   1.4 999.0  -6.6 99.0 99.00
2011 01 02 10 00  61  2.4  2.9 99.00 99.00 99.00 999 1023.6   0.6 999.0  -6.6 99.0 99.00
2011 01 02 11 00  36  1.3  1.8 99.00 99.00 99.00 999 1023.7   0.4 999.0  -5.9 99.0 99.00
2011 01 02 12 00  66  2.2  2.5 99.00 99.00 99.00 999 1023.6   0.8 999.0  -5.5 99.0 99.00
2011 01 02 13 00  69  1.3  1.5 99.00 99.00 99.00 999 1023.5   0.7 999.0  -5.4 99.0 99.00
2011 01 02 14 00  53  0.5  0.7 99.00 99.00 99.00 999 1023.4   1.0 999.0  -4.3 99.0 99.00
2011 01 02 15 00  74  2.4  2.9 99.00 99.00 99.00 999 1023.7   0.0 999.0  -5.5 99.0 99.00
2011 01 02 16 00  68  1.9  2.2 99.00 99.00 99.00 999 1023.8   0.6 999.0  -4.1 99.0 99.00
2011 01 02 17 00  27  3.2  3.8 99.00 99.00 99.00 999 1024.1   1.3 999.0  -2.2 99.0 99.00
2011 01 02 18 00  35  2.1  2.8 99.00 99.00 99.00 999 1024.1   1.2 999.0  -3.8 99.0 99.00
2011 01 02 19 00  19  2.2  2.7 99.00 99.00 99.00 999 1023.8   1.8 999.0  -3.1 99.0 99.00
2011 01 02 20 00   9  5.5  6.3 99.00 99.00 99.00 999 1023.5   2.3 999.0  -1.5 99.0 99.00
2011 01 02 21 00  13  6.7  7.3 99.00 99.00 99.00 999 1023.2   2.8 999.0  -0.6 99.0 99.00
2011 01 02 22 00  11  6.7  7.5 99.00 99.00 99.00 999 1022.9   3.5 999.0  -0.7 99.0 99.00
2011 01 02 23 00   4  6.6  7.9 99.00 99.00 99.00 999 1022.8   3.5 999.0  -1.2 99.0 99.00
2011 01 03 00 00  11  6.3  6.6 99.00 99.00 99.00 999 1022.7   4.0 999.0  -1.3 99.0 99.00
2011 01 03 01 00   6  6.8  8.5 99.00 99.00 99.00 999 1022.7   4.1 999.0  -0.7 99.0 99.00
2011 01 03 02 00  17  6.6  7.4 99.00 99.00 99.00 999 1022.6   3.7 999.0  -1.1 99.0 99.00
2011 01 03 03 00  22  6.9  7.5 99.00 99.00 99.00 999 1022.8   3.1 999.0  -2.0 99.0 99.00
2011 01 03 04 00  33  5.2  6.4 99.00 99.00 99.00 999 1023.3   3.1 999.0  -1.5 99.0 99.00
2011 01 03 05 00  26  5.9  6.4 99.00 99.00 99.00 999 1023.3   2.9 999.0  -1.3 99.0 99.00
2011 01 03 06 00  29  4.9  5.7 99.00 99.00 99.00 999 1023.2   2.8 999.0  -0.8 99.0 99.00
2011 01 03 07 00  16  6.0  7.3 99.00 99.00 99.00 999 1023.3   3.1 999.0  -1.2 99.0 99.00
2011 01 03 08 00  71  2.3  3.3 99.00 99.00 99.00 999 1023.2   1.4 999.0  -3.2 99.0 99.00
2011 01 03 09 00  55  3.8  4.4 99.00 99.00 99.00 999 1023.0   2.0 999.0  -3.0 99.0 99.00
2011 01 03 10 00  20  5.5  6.2 99.00 99.00 99.00 999 1023.3   2.5 999.0  -1.7 99.0 99.00
2011 01 03 11 00  62  3.5  4.0 99.00 99.00 99.00 999 1023.4   1.4 999.0  -2.4 99.0 99.00
2011 01 03 12 00  58  2.4  3.3 99.00 99.00 99.00 999 1023.9   1.6 999.0  -2.3 99.0 99.00
2011 01 03 13 00  47  3.3  4.2 99.00 99.00 99.00 999 1023.9   2.3 999.0  -1.4 99.0 99.00
2011 01 03 14 00  60  2.8  3.3 99.00 99.00 99.00 999 1024.1   1.5 999.0  -2.2 99.0 99.00
2011 01 03 15 00  65  2.0  2.4 99.00 99.00 99.00 999 1024.1   1.3 999.0  -1.8 99.0 99.00
2011 01 03 16 00  36  2.1  2.7 99.00 99.00 99.00 999 1024.0   1.7 999.0  -1.1 99.0 99.00
2011 01 03 17 00  57  2.8  3.3 99.00 99.00 99.00 999 1024.2   1.5 999.0  -2.4 99.0 99.00
2011 01 03 18 00  87  0.6  1.1 99.00 99.00 99.00 999 1024.3   2.5 999.0  -2.6 99.0 99.00
2011 01 03 19 00  19  1.3  1.7 99.00 99.00 99.00 999 1024.3   2.5 999.0  -3.3 99.0 99.00
2011 01 03 20 00 359  6.3  6.7 99.00 99.00 99.00 999 1024.2   3.1 999.0  -1.6 99.0 99.00
2011 01 03 21 00  21  5.1  5.8 99.00 99.00 99.00 999 1023.9   3.4 999.0  -0.5 99.0 99.00
2011 01 03 22 00  21  3.7  4.4 99.00 99.00 99.00 999 1023.6   3.9 999.0  -0.2 99.0 99.00
2011 01 03 23 00  12  3.8  4.1 99.00 99.00 99.00 999 1023.8   4.4 999.0   0.2 99.0 99.00
2011 01 04 00 00  24  3.9  4.4 99.00 99.00 99.00 999 1023.9   4.6 999.0   0.1 99.0 99.00
2011 01 04 01 00  14  3.1  3.6 99.00 99.00 99.00 999 1023.9   4.5 999.0   0.0 99.0 99.00
2011 01 04 02 00  58  1.5  1.8 99.00 99.00 99.00 999 1024.0   4.0 999.0   0.3 99.0 99.00
2011 01 04 03 00  55  2.0  2.2 99.00 99.00 99.00 999 1024.3   3.7 999.0   0.4 99.0 99.00
2011 01 04 04 00  83  3.0  3.5 99.00 99.00 99.00 999 1024.2   3.5 999.0  -1.1 99.0 99.00
2011 01 04 05 00  99  2.3  3.0 99.00 99.00 99.00 999 1024.2   3.5 999.0  -2.4 99.0 99.00
2011 01 04 06 00 149  1.1  1.4 99.00 99.00 99.00 999 1024.4   3.0 999.0  -2.3 99.0 99.00
2011 01 04 07 00 148  0.7  0.8 99.00 99.00 99.00 999 1024.8   2.4 999.0  -2.5 99.0 99.00
2011 01 04 08 00  69  0.5  0.7 99.00 99.00 99.00 999 1024.4   2.3 999.0  -2.8 99.0 99.00
2011 01 04 09 00 156  3.2  3.8 99.00 99.00 99.00 999 1024.1   2.5 999.0  -2.0 99.0 99.00
2011 01 04 10 00 158  2.4  2.8 99.00 99.00 99.00 999 1024.0   2.6 999.0  -2.7 99.0 99.00
2011 01 04 11 00 148  1.9  2.5 99.00 99.00 99.00 999 1024.2   2.3 999.0  -1.4 99.0 99.00
2011 01 04 12 00 158  3.2  3.8 99.00 99.00 99.00 999 1024.0   2.3 999.0  -1.0 99.0 99.00
2011 01 04 13 00 152  2.7  3.6 99.00 99.00 99.00 999 1024.2   2.3 999.0   0.0 99.0 99.00
2011 01 04 14 00 156  2.0  2.4 99.00 99.00 99.00 999 1024.8   2.2 999.0   0.8 99.0 99.00
2011 01 04 15 00 153  3.8  4.5 99.00 99.00 99.00 999 1024.7   1.9 999.0   1.0 99.0 99.00
2011 01 04 16 00 148  2.9  4.1 99.00 99.00 99.00 999 1024.1   1.8 999.0   0.6 99.0 99.00
2011 01 04 17 00 206  4.5  5.0 99.00 99.00 99.00 999 1024.6   2.4 999.0   0.3 99.0 99.00
2011 01 04 18 00 203  4.1  4.7 99.00 99.00 99.00 999 1024.6   2.2 999.0  -0.2 99.0 99.00
2011 01 04 19 00 189  5.2  5.8 99.00 99.00 99.00 999 1024.5   2.6 999.0   0.4 99.0 99.00
2011 01 04 20 00 170  4.6  5.3 99.00 99.00 99.00 999 1024.0   2.8 999.0   0.3 99.0 99.00
2011 01 04 21 00 179  4.8  5.5 99.00 99.00 99.00 999 1023.9   3.2 999.0   0.0 99.0 99.00
2011 01 04 22 00 171  3.5  4.2 99.00 99.00 99.00 999 1024.0   3.6 999.0  -0.4 99.0 99.00
2011 01 04 23 00 159  4.1  5.4 99.00 99.00 99.00 999 1023.8   4.0 999.0  -0.7 99.0 99.00
2011 01 05 00 00 161  4.9  6.3 99.00 99.00 99.00 999 1023.8   4.1 999.0  -0.8 99.0 99.00
2011 01 05 01 00 183  4.4  5.1 99.00 99.00 99.00 999 1024.5   4.3 999.0  -0.5 99.0 99.00
2011 01 05 02 00 161  6.1  6.6 99.00 99.00 99.00 999 1024.4   4.5 999.0  -0.2 99.0 99.00
2011 01 05 03 00 148  5.0  6.2 99.00 99.00 99.00 999 1024.3   4.3 999.0  -0.2 99.0 99.00
2011 01 05 04 00 158  4.4  4.9 99.00 99.00 99.00 999 1024.5   4.2 999.0   0.6 99.0 99.00
2011 01 05 05 00 190  2.7  3.1 99.00 99.00 99.00 999 1025.0   4.3 999.0   0.5 99.0 99.00
2011 01 05 06 00 175  3.4  3.9 99.00 99.00 99.00 999 1024.9   3.8 999.0   1.0 99.0 99.00
2011 01 05 07 00 158  6.0  6.5 99.00 99.00 99.00 999 1024.8   3.7 999.0   1.7 99.0 99.00
2011 01 05 08 00 189  6.6  7.4 99.00 99.00 99.00 999 1024.5   4.4 999.0   1.3 99.0 99.00
2011 01 05 09 00 156  5.2  5.7 99.00 99.00 99.00 999 1024.3   4.1 999.0   1.5 99.0 99.00
2011 01 05 10 00 153  6.1  6.6 99.00 99.00 99.00 999 1024.2   4.2 999.0   1.6 99.0 99.00
2011 01 05 11 00 175  5.9  6.4 99.00 99.00 99.00 999 1024.6   4.5 999.0   2.0 99.0 99.00
2011 01 05 12 00 187  6.9  7.6 99.00 99.00 99.00 999 1024.9   4.3 999.0   2.3 99.0 99.00
2011 01 05 13 00 176  6.7  7.3 99.00 99.00 99.00 999 1024.6   4.4 999.0   2.8 99.0 99.00
2011 01 05 14 00 190  7.9  8.8 99.00 99.00 99.00 999 1024.7   4.4 999.0   2.8 99.0 99.00
2011 01 05 15 00 176  7.3  8.0 99.00 99.00 99.00 999 1024.4   4.5 999.0   3.3 99.0 99.00
2011 01 05 16 00 173  8.4  9.1 99.00 99.00 99.00 999 1023.9   4.5 999.0   2.8 99.0 99.00
2011 01 05 17 00 191  7.9  8.5 99.00 99.00 99.00 999 1023.9   5.1 999.0   3.8 99.0 99.00
2011 01 05 18 00 188  8.1  8.6 99.00 99.00 99.00 999 1024.4   5.1 999.0   3.1 99.0 99.00
2011 01 05 19 00 193  8.0  9.8 99.00 99.00 99.00 999 1024.4   5.1 999.0   3.5 99.0 99.00
2011 01 05 20 00 194  9.7 10.7 99.00 99.00 99.00 999 1024.0   5.7 999.0   3.9 99.0 99.00
2011 01 05 21 00 187 10.3 11.8 99.00 99.00 99.00 999 1023.7   6.5 999.0   4.6 99.0 99.00
2011 01 05 22 00 189  9.7 11.1 99.00 99.00 99.00 999 1023.5   6.8 999.0   5.2 99.0 99.00
2011 01 05 23 00 195 10.9 11.9 99.00 99.00 99.00 999 1023.6   7.0 999.0   5.7 99.0 99.00
2011 01 06 00 00 204 12.9 14.4 99.00 99.00 99.00 999 1023.8   7.2 999.0   5.8 99.0 99.00
2011 01 06 01 00 197 11.5 12.5 99.00 99.00 99.00 999 1024.5   7.3 999.0   5.9 99.0 99.00
2011 01 06 02 00 196 12.0 13.0 99.00 99.00 99.00 999 1024.4   7.5 999.0   6.1 99.0 99.00
2011 01 06 03 00 197 12.4 13.3 99.00 99.00 99.00 999 1024.7   7.9 999.0   6.0 99.0 99.00
2011 01 06 04 00 195 10.0 11.4 99.00 99.00 99.00 999 1024.9   7.9 999.0   6.1 99.0 99.00
2011 01 06 05 00 196 11.3 12.9 99.00 99.00 99.00 999 1024.7   7.9 999.0   6.0 99.0 99.00
2011 01 06 06 00 191 11.1 12.4 99.00 99.00 99.00 999 1024.5   8.0 999.0   6.2 99.0 99.00
2011 01 06 07 00 200  9.6 10.4 99.00 99.00 99.00 999 1025.3   8.1 999.0   6.2 99.0 99.00
2011 01 06 08 00 194 10.7 11.5 99.00 99.00 99.00 999 1025.2   8.0 999.0   6.3 99.0 99.00
2011 01 06 09 00 190  9.4 10.3 99.00 99.00 99.00 999 1025.1   8.1 999.0   6.5 99.0 99.00
2011 01 06 10 00 185  7.8  8.5 99.00 99.00 99.00 999 1025.3   8.0 999.0   6.7 99.0 99.00
2011 01 06 11 00 188  6.2  6.8 99.00 99.00 99.00 999 1025.2   8.0 999.0   7.0 99.0 99.00
2011 01 06 12 00 178  7.6  8.2 99.00 99.00 99.00 999 1024.6   8.1 999.0   7.1 99.0 99.00
2011 01 06 13 00 180  9.9 11.0 99.00 99.00 99.00 999 1024.0   8.2 999.0   6.8 99.0 99.00
2011 01 06 14 00 180 10.9 11.7 99.00 99.00 99.00 999 1023.9   8.0 999.0   6.9 99.0 99.00
2011 01 06 15 00 180 11.0 12.0 99.00 99.00 99.00 999 1023.4   8.0 999.0   7.2 99.0 99.00
2011 01 06 16 00 183 11.9 12.9 99.00 99.00 99.00 999 1023.2   8.2 999.0   7.2 99.0 99.00
2011 01 06 17 00 181 10.6 12.4 99.00 99.00 99.00 999 1023.7   8.4 999.0   7.1 99.0 99.00
2011 01 06 18 00 181 11.8 13.3 99.00 99.00 99.00 999 1023.7   8.5 999.0   7.1 99.0 99.00
2011 01 06 19 00 180 11.0 12.0 99.00 99.00 99.00 999 1023.8   8.6 999.0   7.2 99.0 99.00
2011 01 06 20 00 186 11.9 13.2 99.00 99.00 99.00 999 1023.0   8.6 999.0   7.2 99.0 99.00
2011 01 06 21 00 184 12.3 13.2 99.00 99.00 99.00 999 1022.4   8.6 999.0   7.2 99.0 99.00
2011 01 06 22 00 183 12.2 13.1 99.00 99.00 99.00 999 1022.1   9.0 999.0   7.2 99.0 99.00
2011 01 06 23 00 187 13.0 14.8 99.00 99.00 99.00 999 1022.1   9.2 999.0   7.3 99.0 99.00
2011 01 07 00 00 184  8.9  9.9 99.00 99.00 99.00 999 1022.4   9.4 999.0   7.6 99.0 99.00
2011 01 07 01 00 187 10.8 11.9 99.00 99.00 99.00 999 1022.3   9.5 999.0   7.4 99.0 99.00
2011 01 07 02 00 199  9.1 10.3 99.00 99.00 99.00 999 1022.2   9.4 999.0   7.4 99.0 99.00
2011 01 07 03 00 195  9.2 10.0 99.00 99.00 99.00 999 1021.9   9.2 999.0   7.4 99.0 99.00
2011 01 07 04 00 191  9.8 11.0 99.00 99.00 99.00 999 1021.5   9.1 999.0   7.7 99.0 99.00
2011 01 07 05 00 185  9.3  9.8 99.00 99.00 99.00 999 1021.3   9.0 999.0   7.7 99.0 99.00
2011 01 07 06 00 182 11.7 12.8 99.00 99.00 99.00 999 1020.4   9.0 999.0   7.9 99.0 99.00
2011 01 07 07 00 180 10.5 11.2 99.00 99.00 99.00 999 1020.7   8.9 999.0   8.0 99.0 99.00
2011 01 07 08 00 175 11.2 12.3 99.00 99.00 99.00 999 1020.0   8.9 999.0   8.1 99.0 99.00
2011 01 07 09 00 172 11.6 12.4 99.00 99.00 99.00 999 1019.2   9.1 999.0   8.1 99.0 99.00
2011 01 07 10 00 171 11.1 12.0 99.00 99.00 99.00 999 1018.9   9.2 999.0   8.1 99.0 99.00
2011 01 07 11 00 183 11.2 11.8 99.00 99.00 99.00 999 1018.9   9.1 999.0   8.0 99.0 99.00
2011 01 07 12 00 187  9.8 10.5 99.00 99.00 99.00 999 1018.6   9.0 999.0   7.8 99.0 99.00
2011 01 07 13 00 186 11.8 13.3 99.00 99.00 99.00 999 1017.7   9.1 999.0   7.5 99.0 99.00
2011 01 07 14 00 180 11.3 13.3 99.00 99.00 99.00 999 1017.0   8.9 999.0   7.5 99.0 99.00
2011 01 07 15 00 183 12.0 13.5 99.00 99.00 99.00 999 1016.3   8.7 999.0   7.3 99.0 99.00
2011 01 07 16 00 187 11.8 13.2 99.00 99.00 99.00 999 1016.1   8.7 999.0   7.4 99.0 99.00
2011 01 07 17 00 188  9.3 10.1 99.00 99.00 99.00 999 1016.5   8.7 999.0   7.1 99.0 99.00
2011 01 07 18 00 182  9.8 10.6 99.00 99.00 99.00 999 1016.5   8.4 999.0   7.3 99.0 99.00
2011 01 07 19 00 194  8.3  9.1 99.00 99.00 99.00 999 1016.7   8.1 999.0   7.3 99.0 99.00
2011 01 07 20 00 182  9.6 10.7 99.00 99.00 99.00 999 1015.5   8.2 999.0   7.3 99.0 99.00
2011 01 07 21 00 188 10.8 12.3 99.00 99.00 99.00 999 1014.7   8.3 999.0   7.0 99.0 99.00
2011 01 07 22 00 205  7.0  7.8 99.00 99.00 99.00 999 1015.4   8.5 999.0   6.4 99.0 99.00
2011 01 07 23 00  21  7.6  8.4 99.00 99.00 99.00 999 1016.4   6.7 999.0   5.6 99.0 99.00
2011 01 08 00 00  66  5.1  6.1 99.00 99.00 99.00 999 1016.8   6.3 999.0   5.0 99.0 99.00
2011 01 08 01 00  81  2.9  4.0 99.00 99.00 99.00 999 1017.3   5.9 999.0   4.7 99.0 99.00
2011 01 08 02 00 112  2.9  4.2 99.00 99.00 99.00 999 1017.4   6.1 999.0   4.6 99.0 99.00
2011 01 08 03 00 109  2.3  3.5 99.00 99.00 99.00 999 1017.7   5.9 999.0   4.1 99.0 99.00
2011 01 08 04 00  78  2.7  3.5 99.00 99.00 99.00 999 1018.0   4.8 999.0   3.2 99.0 99.00
2011 01 08 05 00 133  2.5  3.3 99.00 99.00 99.00 999 1018.1   4.7 999.0   3.3 99.0 99.00
2011 01 08 06 00  99  1.8  2.7 99.00 99.00 99.00 999 1018.3   4.0 999.0   2.5 99.0 99.00
2011 01 08 07 00 118  2.3  3.3 99.00 99.00 99.00 999 1018.5   4.5 999.0   2.5 99.0 99.00
2011 01 08 08 00  92  1.2  1.8 99.00 99.00 99.00 999 1019.0   4.2 999.0   3.0 99.0 99.00
2011 01 08 09 00 189  5.7  6.5 99.00 99.00 99.00 999 1018.8   4.9 999.0   3.1 99.0 99.00
2011 01 08 10 00 200  6.3  7.1 99.00 99.00 99.00 999 1019.5   4.4 999.0   1.9 99.0 99.00
2011 01 08 11 00 150  5.4  6.6 99.00 99.00 99.00 999 1019.9   4.1 999.0   2.0 99.0 99.00
2011 01 08 12 00 179  6.8  7.5 99.00 99.00 99.00 999 1019.6   4.0 999.0   1.8 99.0 99.00
2011 01 08 13 00 138  2.5  3.3 99.00 99.00 99.00 999 1019.6   3.5 999.0   1.7 99.0 99.00
2011 01 08 14 00 195  6.5  7.1 99.00 99.00 99.00 999 1019.4   3.2 999.0   1.7 99.0 99.00
2011 01 08 15 00 220  4.9  5.8 99.00 99.00 99.00 999 1019.6   2.4 999.0   1.4 99.0 99.00
2011 01 08 16 00 217  4.9  5.6 99.00 99.00 99.00 999 1019.6   2.5 999.0   1.3 99.0 99.00
2011 01 08 17 00 219  3.2  4.3 99.00 99.00 99.00 999 1019.9   2.8 999.0   1.5 99.0 99.00
2011 01 08 18 00 221  4.4  5.7 99.00 99.00 99.00 999 1020.0   3.1 999.0   1.7 99.0 99.00
2011 01 08 19 00 215  5.1  5.9 99.00 99.00 99.00 999 1019.9   3.4 999.0   1.5 99.0 99.00
2011 01 08 20 00 197  4.3  5.4 99.00 99.00 99.00 999 1019.5   3.3 999.0   1.5 99.0 99.00
2011 01 08 21 00 199  5.4  6.1 99.00 99.00 99.00 999 1019.3   3.6 999.0   1.6 99.0 99.00
2011 01 08 22 00 193  3.8  4.5 99.00 99.00 99.00 999 1019.2   4.0 999.0   1.6 99.0 99.00
2011 01 08 23 00 214  3.5  4.3 99.00 99.00 99.00 999 1019.3   4.3 999.0   1.9 99.0 99.00
2011 01 09 00 00 180  3.4  4.2 99.00 99.00 99.00 999 1019.1   4.9 999.0   1.7 99.0 99.00
2011 01 09 01 00 131  0.9  1.3 99.00 99.00 99.00 999 1018.9   4.7 999.0   1.4 99.0 99.00
2011 01 09 02 00 349  0.8  1.3 99.00 99.00 99.00 999 1018.7   4.4 999.0   2.7 99.0 99.00
2011 01 09 03 00   4  0.6  1.0 99.00 99.00 99.00 999 1018.4   4.4 999.0   2.8 99.0 99.00
2011 01 09 04 00 147  2.7  3.3 99.00 99.00 99.00 999 1018.2   4.3 999.0   2.4 99.0 99.00
2011 01 09 05 00 231  3.0  3.3 99.00 99.00 99.00 999 1018.3   3.1 999.0   2.1 99.0 99.00
2011 01 09 06 00 230  2.5  3.0 99.00 99.00 99.00 999 1018.5   3.0 999.0   2.1 99.0 99.00
2011 01 09 07 00 234  2.7  3.3 99.00 99.00 99.00 999 1018.4   3.2 999.0   1.3 99.0 99.00
2011 01 09 08 00 279  2.0  2.6 99.00 99.00 99.00 999 1018.6   2.8 999.0   1.2 99.0 99.00
2011 01 09 09 00 161  4.2  5.7 99.00 99.00 99.00 999 1018.4   2.7 999.0   0.8 99.0 99.00
2011 01 09 10 00 219  3.8  4.7 99.00 99.00 99.00 999 1018.6   2.5 999.0   0.9 99.0 99.00
2011 01 09 11 00 196  4.2  5.3 99.00 99.00 99.00 999 1018.8   2.8 999.0   1.2 99.0 99.00
2011 01 09 12 00 229  1.5  2.2 99.00 99.00 99.00 999 1018.9   2.2 999.0   0.6 99.0 99.00
2011 01 09 13 00 225  2.5  2.9 99.00 99.00 99.00 999 1018.9   2.4 999.0   0.8 99.0 99.00
2011 01 09 14 00 256  2.6  3.2 99.00 99.00 99.00 999 1019.1   2.3 999.0   0.3 99.0 99.00
2011 01 09 15 00 285  0.7  1.0 99.00 99.00 99.00 999 1019.3   2.5 999.0   0.2 99.0 99.00
2011 01 09 16 00 130  0.6  0.8 99.00 99.00 99.00 999 1019.6   2.3 999.0   0.2 99.0 99.00
2011 01 09 17 00 263  0.4  1.0 99.00 99.00 99.00 999 1020.2   2.8 999.0   0.0 99.0 99.00
2011 01 09 18 00 299  3.2  3.7 99.00 99.00 99.00 999 1020.7   2.8 999.0   0.5 99.0 99.00
2011 01 09 19 00 355  1.1  2.0 99.00 99.00 99.00 999 1020.8   3.2 999.0   0.5 99.0 99.00
2011 01 09 20 00  20  1.4  2.3 99.00 99.00 99.00 999 1020.5   3.3 999.0   0.1 99.0 99.00
2011 01 09 21 00   2  3.1  3.8 99.00 99.00 99.00 999 1020.6   2.9 999.0   1.2 99.0 99.00
2011 01 09 22 00 346  6.2  7.0 99.00 99.00 99.00 999 1021.0   3.0 999.0   1.2 99.0 99.00
2011 01 09 23 00 341  8.8  9.8 99.00 99.00 99.00 999 1021.8   2.8 999.0   0.5 99.0 99.00
2011 01 10 00 00 348  9.1 10.1 99.00 99.00 99.00 999 1022.5   2.9 999.0   0.0 99.0 99.00
2011 01 10 01 00 352  7.5  8.3 99.00 99.00 99.00 999 1022.9   2.7 999.0  -0.9 99.0 99.00
2011 01 10 02 00 355  6.9  7.7 99.00 99.00 99.00 999 1023.2   2.7 999.0  -2.3 99.0 99.00
2011 01 10 03 00 357  8.3  9.7 99.00 99.00 99.00 999 1023.9   2.9 999.0  -2.9 99.0 99.00
2011 01 10 04 00 351  8.9  9.8 99.00 99.00 99.00 999 1024.3   2.8 999.0  -3.0 99.0 99.00
2011 01 10 05 00 358  7.8  8.6 99.00 99.00 99.00 999 1024.9   2.6 999.0  -3.3 99.0 99.00
2011 01 10 06 00   3  6.9  7.9 99.00 99.00 99.00 999 1025.3   2.8 999.0  -1.9 99.0 99.00
2011 01 10 07 00 340  6.1  6.9 99.00 99.00 99.00 999 1026.0   2.9 999.0  -1.0 99.0 99.00
2011 01 10 08 00  38  4.1  5.5 99.00 99.00 99.00 999 1026.1   2.4 999.0  -1.1 99.0 99.00
2011 01 10 09 00  56  2.4  3.0 99.00 99.00 99.00 999 1026.5   2.0 999.0  -1.1 99.0 99.00
2011 01 10 10 00  61  2.4  2.7 99.00 99.00 99.00 999 1026.9   2.0 999.0  -1.1 99.0 99.00
